PERMNO,DATE,n,RET,alpha,b_mkt,b_smb,b_hml,b_umd,ivol,tvol,R2,exret,TICKER
70519,12/03/2021,252,2.5508%,-0.0004,1.2861,0.0176,1.1720,-0.0953,1.6174%,3.9384%,83.1348%,0.8255%,C
70519,10/03/2021,252,3.8879%,-0.0005,1.3011,0.0196,1.1671,-0.0977,1.6188%,4.0878%,84.3172%,0.8261%,C
70519,09/03/2021,252,-1.7031%,-0.0005,1.3069,0.0020,1.1674,-0.0977,1.6196%,4.1121%,84.4871%,0.1031%,C
70519,08/03/2021,252,2.8335%,-0.0005,1.3071,0.0007,1.1686,-0.0978,1.6196%,4.2383%,85.3979%,-0.9466%,C
70519,04/03/2021,252,-0.8099%,-0.0003,1.3077,0.0014,1.1699,-0.1008,1.6109%,4.2576%,85.6841%,-0.8564%,C
70519,03/03/2021,252,2.1332%,-0.0003,1.3054,-0.0038,1.1721,-0.1023,1.6101%,4.2628%,85.7327%,-0.2995%,C
70519,02/03/2021,252,-0.9059%,-0.0003,1.3025,-0.0018,1.1762,-0.0998,1.6107%,4.2680%,85.7570%,-1.1798%,C
70519,01/03/2021,252,5.5556%,-0.0001,1.3064,-0.0221,1.1870,-0.0929,1.6122%,4.2864%,85.8541%,2.0626%,C
70519,26/02/2021,252,-2.2697%,-0.0002,1.3033,-0.0303,1.1734,-0.1064,1.6071%,4.2740%,85.8609%,0.1826%,C
70519,25/02/2021,252,-1.7347%,-0.0002,1.3032,-0.0311,1.1737,-0.1067,1.6071%,4.2859%,85.9401%,0.6190%,C
70519,24/02/2021,252,2.7869%,-0.0002,1.3048,-0.0275,1.1723,-0.1056,1.6067%,4.2860%,85.9464%,-0.2945%,C
70519,22/02/2021,252,-0.3953%,-0.0003,1.3055,-0.0210,1.1720,-0.1036,1.6068%,4.3024%,86.0524%,-3.0133%,C
70519,19/02/2021,252,3.6232%,-0.0001,1.2994,-0.0304,1.1958,-0.0977,1.5968%,4.3049%,86.2411%,2.6699%,C
70519,18/02/2021,252,-1.9765%,-0.0002,1.3012,-0.0503,1.1828,-0.1092,1.5879%,4.2989%,86.3557%,-1.0619%,C
70519,16/02/2021,252,0.7701%,-0.0002,1.3011,-0.0565,1.1806,-0.1120,1.5867%,4.2979%,86.3703%,-1.4820%,C
70519,12/02/2021,252,0.6804%,-0.0001,1.2988,-0.0648,1.1962,-0.1034,1.5842%,4.2977%,86.4114%,-0.4391%,C
70519,11/02/2021,252,-0.6602%,-0.0001,1.2988,-0.0655,1.1982,-0.1020,1.5841%,4.2976%,86.4137%,-0.0072%,C
70519,09/02/2021,252,-0.8327%,-0.0002,1.2988,-0.0650,1.1966,-0.1022,1.5852%,4.2974%,86.3934%,-0.7196%,C
70519,08/02/2021,252,1.7098%,-0.0001,1.2986,-0.0632,1.1978,-0.1009,1.5846%,4.2971%,86.4022%,0.1308%,C
70519,05/02/2021,252,0.2724%,-0.0001,1.2983,-0.0662,1.1986,-0.1007,1.5847%,4.2958%,86.3917%,0.2126%,C
70519,04/02/2021,252,2.1440%,-0.0001,1.2986,-0.0691,1.1970,-0.1019,1.5855%,4.2958%,86.3787%,0.1047%,C
70519,03/02/2021,252,2.5512%,-0.0001,1.2984,-0.0692,1.1967,-0.1019,1.5855%,4.2980%,86.3928%,1.3860%,C
70519,02/02/2021,252,1.9682%,-0.0002,1.2999,-0.0703,1.1921,-0.1039,1.5834%,4.2965%,86.4184%,1.1728%,C
70519,01/02/2021,252,0.7587%,-0.0002,1.2983,-0.0632,1.1972,-0.0994,1.5824%,4.2952%,86.4271%,0.4639%,C
70519,28/01/2021,252,1.5825%,-0.0001,1.2950,-0.0619,1.2087,-0.0920,1.5805%,4.2962%,86.4658%,1.3227%,C
70519,27/01/2021,252,-2.4791%,-0.0002,1.2934,-0.0497,1.2118,-0.0886,1.5785%,4.2955%,86.4958%,-1.0324%,C
70519,26/01/2021,252,0.5779%,-0.0001,1.2898,-0.0446,1.2211,-0.0827,1.5773%,4.2929%,86.5008%,0.9990%,C
70519,22/01/2021,252,-0.8728%,-0.0001,1.2902,-0.0436,1.2182,-0.0843,1.5747%,4.2956%,86.5613%,-0.4592%,C
70519,21/01/2021,252,-2.1818%,-0.0001,1.2900,-0.0393,1.2189,-0.0830,1.5746%,4.2953%,86.5618%,-0.8850%,C
70519,20/01/2021,252,-0.6908%,-0.0001,1.2900,-0.0418,1.2197,-0.0817,1.5737%,4.2931%,86.5639%,-0.8788%,C
70519,15/01/2021,252,-6.9265%,-0.0000,1.2924,-0.0374,1.2149,-0.0827,1.5716%,4.2936%,86.6014%,-4.9073%,C
70519,14/01/2021,252,3.2157%,0.0001,1.2882,-0.0522,1.2138,-0.0834,1.5429%,4.2712%,86.9506%,2.0396%,C
70519,13/01/2021,252,0.2850%,0.0001,1.2899,-0.0709,1.2084,-0.0873,1.5377%,4.2668%,87.0122%,0.6673%,C
70519,12/01/2021,252,0.3462%,0.0001,1.2904,-0.0649,1.2006,-0.0935,1.5412%,4.2679%,86.9591%,-1.6117%,C
70519,11/01/2021,252,1.6368%,0.0002,1.2897,-0.0567,1.2110,-0.0859,1.5390%,4.2692%,87.0042%,0.7057%,C
70519,08/01/2021,252,-0.9845%,0.0002,1.2907,-0.0565,1.2072,-0.0877,1.5385%,4.2686%,87.0096%,0.0270%,C
70519,07/01/2021,252,1.1801%,0.0002,1.2910,-0.0587,1.2077,-0.0872,1.5390%,4.2684%,86.9996%,0.0763%,C
70519,05/01/2021,252,2.5939%,0.0002,1.2911,-0.0575,1.2103,-0.0849,1.5404%,4.2530%,86.8820%,0.8935%,C
70519,04/01/2021,252,-2.4651%,0.0002,1.2905,-0.0624,1.2114,-0.0842,1.5395%,4.2499%,86.8787%,-1.2934%,C
70519,31/12/2020,252,1.3145%,0.0002,1.2887,-0.0632,1.2173,-0.0807,1.5386%,4.2488%,86.8864%,0.1705%,C
70519,29/12/2020,252,-0.3599%,0.0002,1.2892,-0.0643,1.2189,-0.0789,1.5394%,4.2494%,86.8768%,-0.2589%,C
70519,28/12/2020,252,0.9246%,0.0003,1.2893,-0.0670,1.2185,-0.0796,1.5393%,4.2493%,86.8777%,-0.1699%,C
70519,24/12/2020,252,-0.3455%,0.0003,1.2893,-0.0679,1.2187,-0.0797,1.5393%,4.2489%,86.8761%,-0.4089%,C
70519,23/12/2020,252,2.5650%,0.0003,1.2895,-0.0720,1.2210,-0.0783,1.5401%,4.2500%,86.8689%,-0.1928%,C
70519,22/12/2020,252,-3.2174%,0.0003,1.2893,-0.0724,1.2218,-0.0784,1.5401%,4.2470%,86.8501%,-1.0873%,C
70519,21/12/2020,252,3.6742%,0.0004,1.2900,-0.0630,1.2167,-0.0789,1.5388%,4.2422%,86.8416%,4.1399%,C
70519,18/12/2020,252,-1.6486%,0.0002,1.2940,-0.0670,1.1923,-0.0994,1.5169%,4.2359%,87.1756%,0.0515%,C
70519,17/12/2020,252,0.5021%,0.0002,1.2941,-0.0671,1.1916,-0.0999,1.5170%,4.2347%,87.1670%,0.4729%,C
70519,16/12/2020,252,0.1341%,0.0002,1.2938,-0.0691,1.1914,-0.1009,1.5168%,4.2346%,87.1704%,0.3993%,C
70519,15/12/2020,252,1.5832%,0.0002,1.2937,-0.0679,1.1917,-0.1008,1.5166%,4.2351%,87.1764%,-0.5147%,C
70519,14/12/2020,252,-0.3224%,0.0002,1.2939,-0.0650,1.1927,-0.0997,1.5163%,4.2342%,87.1749%,2.0529%,C
70519,10/12/2020,252,2.6293%,0.0001,1.2931,-0.0747,1.1980,-0.0984,1.5088%,4.2331%,87.2953%,2.9480%,C
70519,09/12/2020,252,1.0110%,-0.0000,1.2919,-0.0926,1.2050,-0.0962,1.4983%,4.2299%,87.4527%,0.6028%,C
70519,08/12/2020,252,0.3957%,0.0000,1.2928,-0.0902,1.2022,-0.0969,1.4987%,4.2296%,87.4441%,0.7740%,C
70519,04/12/2020,252,3.6055%,-0.0001,1.2922,-0.0966,1.2052,-0.0964,1.4978%,4.2304%,87.4644%,1.2283%,C
70519,03/12/2020,252,-1.0839%,-0.0001,1.2912,-0.1051,1.2081,-0.0937,1.4958%,4.2245%,87.4628%,-1.2366%,C
70519,02/12/2020,252,3.1188%,-0.0001,1.2916,-0.1021,1.2054,-0.0957,1.4938%,4.2246%,87.4969%,1.4868%,C
70519,30/11/2020,252,-2.8234%,-0.0001,1.2928,-0.0994,1.2060,-0.0925,1.4890%,4.2213%,87.5582%,0.5590%,C
70519,27/11/2020,252,-0.6835%,-0.0001,1.2929,-0.0973,1.2053,-0.0942,1.4886%,4.2178%,87.5447%,0.9462%,C
70519,25/11/2020,252,0.0000%,-0.0001,1.2920,-0.1014,1.2082,-0.0945,1.4874%,4.2177%,87.5632%,1.6820%,C
70519,24/11/2020,252,7.0544%,-0.0002,1.2918,-0.1026,1.2091,-0.0961,1.4841%,4.2177%,87.6180%,1.3412%,C
70519,23/11/2020,252,3.1946%,-0.0002,1.2915,-0.0933,1.2046,-0.0932,1.4820%,4.1946%,87.5171%,0.0719%,C
70519,20/11/2020,252,-0.9398%,-0.0002,1.2917,-0.0939,1.2034,-0.0945,1.4826%,4.1905%,87.4828%,0.5853%,C
70519,19/11/2020,252,2.1352%,-0.0002,1.2920,-0.0964,1.2035,-0.0950,1.4821%,4.1901%,87.4886%,2.3786%,C
70519,17/11/2020,252,0.6548%,-0.0003,1.2931,-0.0964,1.1992,-0.0982,1.4741%,4.1884%,87.6138%,0.9606%,C
70519,16/11/2020,252,3.5758%,-0.0003,1.2933,-0.1007,1.2006,-0.0971,1.4734%,4.1882%,87.6242%,-0.6061%,C
70519,13/11/2020,252,0.7871%,-0.0003,1.2938,-0.0998,1.1992,-0.0997,1.4730%,4.1822%,87.5958%,-2.4326%,C
70519,11/11/2020,252,2.6863%,-0.0003,1.2977,-0.0954,1.1916,-0.1117,1.4624%,4.1822%,87.7734%,4.0250%,C
70519,10/11/2020,252,0.0210%,-0.0005,1.2949,-0.0905,1.1789,-0.1333,1.4405%,4.1787%,88.1172%,-2.4933%,C
70519,09/11/2020,252,11.5430%,-0.0004,1.2913,-0.0738,1.1960,-0.1249,1.4323%,4.1789%,88.2523%,0.8403%,C
70519,05/11/2020,252,2.3527%,-0.0004,1.2906,-0.0689,1.2086,-0.1051,1.4323%,4.1155%,87.8883%,-0.9454%,C
70519,04/11/2020,252,-3.3310%,-0.0004,1.2926,-0.0612,1.2048,-0.1074,1.4318%,4.1126%,87.8799%,0.1829%,C
70519,03/11/2020,252,3.1272%,-0.0004,1.2919,-0.0609,1.2071,-0.1062,1.4330%,4.1077%,87.8300%,0.9492%,C
70519,02/11/2020,252,1.9073%,-0.0005,1.2900,-0.0652,1.2101,-0.1031,1.4322%,4.1043%,87.8236%,-0.9540%,C
70519,30/10/2020,252,0.6481%,-0.0004,1.2916,-0.0625,1.2077,-0.1079,1.4323%,4.1085%,87.8469%,-0.0253%,C
70519,29/10/2020,252,1.2886%,-0.0004,1.2918,-0.0617,1.2072,-0.1084,1.4326%,4.1092%,87.8458%,-0.5999%,C
70519,28/10/2020,252,-1.7908%,-0.0004,1.2933,-0.0631,1.2020,-0.1115,1.4336%,4.1082%,87.8232%,1.9702%,C
70519,26/10/2020,252,-1.5700%,-0.0005,1.3029,-0.0651,1.1783,-0.1278,1.4295%,4.1027%,87.8591%,1.4425%,C
70519,23/10/2020,252,0.0000%,-0.0006,1.3066,-0.0631,1.1690,-0.1358,1.4267%,4.1025%,87.9064%,-0.5154%,C
70519,22/10/2020,252,2.1855%,-0.0005,1.3069,-0.0625,1.1694,-0.1344,1.4270%,4.1025%,87.9003%,-0.2575%,C
70519,20/10/2020,252,1.4452%,-0.0005,1.3063,-0.0659,1.1715,-0.1337,1.4254%,4.0997%,87.9117%,-0.6759%,C
70519,19/10/2020,252,-0.6714%,-0.0004,1.3066,-0.0670,1.1754,-0.1330,1.4284%,4.1030%,87.8799%,0.9608%,C
70519,16/10/2020,252,-0.9631%,-0.0005,1.3087,-0.0686,1.1715,-0.1352,1.4270%,4.1029%,87.9029%,-0.9491%,C
70519,14/10/2020,252,-1.4881%,-0.0005,1.3101,-0.0748,1.1669,-0.1384,1.4334%,4.1042%,87.8014%,-0.7274%,C
70519,13/10/2020,252,-4.7951%,-0.0005,1.3100,-0.0742,1.1659,-0.1395,1.4330%,4.1043%,87.8097%,-1.9290%,C
70519,12/10/2020,252,2.1144%,-0.0004,1.3095,-0.0695,1.1674,-0.1322,1.4285%,4.0936%,87.8227%,0.2524%,C
70519,09/10/2020,252,0.4696%,-0.0004,1.3095,-0.0677,1.1661,-0.1333,1.4285%,4.0936%,87.8237%,1.2112%,C
70519,08/10/2020,252,-0.2676%,-0.0004,1.3082,-0.0719,1.1673,-0.1369,1.4269%,4.0951%,87.8596%,-2.7568%,C
70519,07/10/2020,252,0.9683%,-0.0003,1.3100,-0.0779,1.1635,-0.1466,1.4169%,4.0964%,88.0357%,-1.6611%,C
70519,06/10/2020,252,-1.1133%,-0.0002,1.3127,-0.0732,1.1647,-0.1445,1.4132%,4.0989%,88.1124%,0.3556%,C
70519,02/10/2020,252,0.5064%,-0.0002,1.3126,-0.0800,1.1651,-0.1451,1.4133%,4.0967%,88.0986%,-1.4407%,C
70519,01/10/2020,252,0.7655%,-0.0001,1.3102,-0.0750,1.1701,-0.1466,1.4111%,4.0968%,88.1370%,0.6385%,C
70519,30/09/2020,252,1.6266%,-0.0002,1.3096,-0.0792,1.1695,-0.1486,1.4105%,4.1000%,88.1653%,0.3621%,C
70519,28/09/2020,252,3.1414%,-0.0002,1.3072,-0.0810,1.1744,-0.1450,1.4127%,4.0975%,88.1129%,-0.3060%,C
70519,25/09/2020,252,-0.4029%,-0.0001,1.3072,-0.0804,1.1759,-0.1443,1.4126%,4.0925%,88.0857%,-0.9470%,C
70519,24/09/2020,252,0.8124%,-0.0001,1.3096,-0.0791,1.1696,-0.1471,1.4114%,4.0925%,88.1062%,0.0657%,C
70519,22/09/2020,252,-1.4569%,-0.0001,1.3106,-0.0760,1.1648,-0.1515,1.4130%,4.0921%,88.0773%,-0.5978%,C
70519,21/09/2020,252,-2.0731%,-0.0001,1.3117,-0.0749,1.1618,-0.1517,1.4126%,4.0913%,88.0780%,1.9256%,C
70519,18/09/2020,252,-1.4716%,-0.0002,1.3134,-0.0567,1.1567,-0.1597,1.4075%,4.0894%,88.1547%,0.1001%,C
70519,17/09/2020,252,-1.0648%,-0.0002,1.3135,-0.0577,1.1562,-0.1602,1.4075%,4.0886%,88.1495%,-0.2335%,C
70519,16/09/2020,252,2.7003%,-0.0001,1.3124,-0.0613,1.1629,-0.1551,1.4088%,4.0885%,88.1267%,1.3207%,C
70519,15/09/2020,252,-6.9367%,-0.0002,1.3135,-0.0659,1.1676,-0.1446,1.4077%,4.0849%,88.1234%,-5.8935%,C
70519,14/09/2020,252,-5.5882%,-0.0000,1.3213,-0.0756,1.1460,-0.1473,1.3607%,4.0621%,88.7794%,-6.8564%,C
70519,10/09/2020,252,-0.8755%,0.0003,1.3353,-0.0305,1.1107,-0.1633,1.2908%,4.0484%,89.8344%,1.4698%,C
70519,09/09/2020,252,0.7053%,0.0002,1.3370,-0.0444,1.1083,-0.1665,1.2902%,4.0481%,89.8419%,0.6331%,C
70519,08/09/2020,252,-2.8180%,0.0001,1.3348,-0.0521,1.1194,-0.1559,1.2941%,4.0478%,89.7798%,1.3528%,C
70519,03/09/2020,252,-0.8662%,0.0000,1.3397,-0.0537,1.1153,-0.1569,1.2917%,4.0512%,89.8331%,0.6469%,C
70519,02/09/2020,252,1.4648%,-0.0000,1.3434,-0.0503,1.1097,-0.1569,1.2912%,4.0558%,89.8651%,0.1822%,C
70519,01/09/2020,252,0.1565%,-0.0001,1.3424,-0.0477,1.1112,-0.1547,1.2921%,4.0557%,89.8498%,-0.4908%,C
70519,28/08/2020,252,1.0827%,-0.0000,1.3431,-0.0444,1.1116,-0.1534,1.2922%,4.0545%,89.8433%,0.2840%,C
70519,27/08/2020,252,1.7109%,-0.0000,1.3430,-0.0445,1.1129,-0.1524,1.2921%,4.0569%,89.8566%,0.0249%,C
70519,26/08/2020,252,-1.5489%,-0.0001,1.3428,-0.0456,1.1126,-0.1520,1.2926%,4.0561%,89.8444%,-0.6627%,C
70519,25/08/2020,252,1.1555%,-0.0001,1.3441,-0.0477,1.1109,-0.1516,1.2920%,4.0563%,89.8544%,1.5432%,C
70519,24/08/2020,252,3.5700%,-0.0001,1.3436,-0.0509,1.1094,-0.1555,1.2883%,4.0564%,89.9130%,-1.0817%,C
70519,21/08/2020,252,-0.5647%,-0.0000,1.3403,-0.0590,1.1187,-0.1549,1.2876%,4.0548%,89.9161%,-0.3750%,C
70519,20/08/2020,252,-1.4118%,0.0000,1.3398,-0.0634,1.1219,-0.1532,1.2879%,4.0552%,89.9128%,0.0968%,C
70519,18/08/2020,252,-2.1003%,-0.0000,1.3386,-0.0639,1.1242,-0.1520,1.2896%,4.0552%,89.8862%,-0.6010%,C
70519,17/08/2020,252,-2.8528%,-0.0000,1.3382,-0.0662,1.1259,-0.1488,1.2898%,4.0539%,89.8773%,-0.9110%,C
70519,14/08/2020,252,0.0756%,0.0000,1.3402,-0.0591,1.1227,-0.1473,1.2891%,4.0558%,89.8976%,-1.2585%,C
70519,12/08/2020,252,-0.7626%,0.0000,1.3406,-0.0668,1.1253,-0.1511,1.2861%,4.0692%,90.0102%,-0.8974%,C
70519,11/08/2020,252,1.7026%,0.0000,1.3414,-0.0675,1.1260,-0.1481,1.2852%,4.0693%,90.0247%,0.6436%,C
70519,10/08/2020,252,1.4198%,-0.0000,1.3435,-0.0660,1.1221,-0.1485,1.2851%,4.0717%,90.0384%,-1.2247%,C
70519,06/08/2020,252,-0.2939%,0.0001,1.3413,-0.0616,1.1293,-0.1493,1.2825%,4.0713%,90.0762%,-0.0559%,C
70519,05/08/2020,252,1.7950%,0.0001,1.3409,-0.0624,1.1319,-0.1481,1.2833%,4.0726%,90.0715%,-0.2946%,C
70519,04/08/2020,252,-0.4961%,0.0001,1.3420,-0.0619,1.1320,-0.1472,1.2839%,4.0723%,90.0606%,-1.1707%,C
70519,03/08/2020,252,0.7599%,0.0002,1.3404,-0.0593,1.1317,-0.1487,1.2823%,4.0785%,90.1157%,0.7390%,C
70519,31/07/2020,252,-0.6880%,0.0002,1.3387,-0.0678,1.1327,-0.1514,1.2824%,4.0783%,90.1128%,-0.6817%,C
70519,30/07/2020,252,-3.1417%,0.0002,1.3392,-0.0743,1.1332,-0.1512,1.2816%,4.0856%,90.1595%,-0.2526%,C
70519,29/07/2020,252,2.4381%,0.0002,1.3394,-0.0726,1.1328,-0.1502,1.2815%,4.0811%,90.1399%,-0.4301%,C
70519,27/07/2020,252,-0.7354%,0.0002,1.3398,-0.0814,1.1340,-0.1494,1.2828%,4.0783%,90.1064%,0.7626%,C
70519,24/07/2020,252,-0.7873%,0.0002,1.3385,-0.0866,1.1372,-0.1508,1.2820%,4.0786%,90.1198%,-0.3407%,C
70519,23/07/2020,252,0.8130%,0.0002,1.3394,-0.0857,1.1307,-0.1571,1.2836%,4.0807%,90.1052%,0.0077%,C
70519,21/07/2020,252,3.1711%,0.0001,1.3397,-0.0871,1.1274,-0.1579,1.2847%,4.0821%,90.0963%,-1.2073%,C
70519,20/07/2020,252,-0.1593%,0.0002,1.3374,-0.0871,1.1356,-0.1595,1.2827%,4.0771%,90.1021%,1.6826%,C
70519,17/07/2020,252,-2.4096%,0.0001,1.3358,-0.0878,1.1366,-0.1643,1.2827%,4.0778%,90.1051%,-0.8844%,C
70519,15/07/2020,252,3.3699%,0.0003,1.3342,-0.0884,1.1490,-0.1518,1.2821%,4.0760%,90.1063%,0.0934%,C
70519,14/07/2020,252,-3.9272%,0.0002,1.3343,-0.0898,1.1490,-0.1517,1.2822%,4.0705%,90.0779%,-5.2608%,C
70519,13/07/2020,252,-0.8547%,0.0005,1.3423,-0.0705,1.1475,-0.1396,1.2405%,4.0631%,90.6785%,-1.8926%,C
70519,10/07/2020,252,6.4712%,0.0006,1.3355,-0.0850,1.1711,-0.1307,1.2367%,4.0628%,90.7341%,1.0359%,C
70519,09/07/2020,252,-2.8105%,0.0005,1.3369,-0.0823,1.1617,-0.1318,1.2353%,4.0422%,90.6604%,1.2711%,C
70519,08/07/2020,252,1.1129%,0.0005,1.3352,-0.0783,1.1689,-0.1324,1.2340%,4.0385%,90.6634%,0.6061%,C
70519,07/07/2020,252,-3.1749%,0.0005,1.3348,-0.0807,1.1685,-0.1334,1.2346%,4.0381%,90.6521%,0.2754%,C
70519,02/07/2020,252,0.3972%,0.0005,1.3348,-0.0812,1.1678,-0.1345,1.2348%,4.0296%,90.6105%,-0.0917%,C
70519,01/07/2020,252,-1.4677%,0.0005,1.3348,-0.0812,1.1680,-0.1344,1.2348%,4.0297%,90.6111%,1.1610%,C
70519,30/06/2020,252,1.6107%,0.0005,1.3323,-0.0762,1.1797,-0.1288,1.2332%,4.0288%,90.6311%,-0.3624%,C
70519,26/06/2020,252,-5.8846%,0.0006,1.3344,-0.0538,1.1873,-0.1325,1.2192%,4.0307%,90.8511%,-0.8089%,C
70519,25/06/2020,252,3.6804%,0.0007,1.3333,-0.0447,1.1858,-0.1305,1.2187%,4.0147%,90.7853%,1.5416%,C
70519,24/06/2020,252,-4.0415%,0.0007,1.3324,-0.0476,1.1812,-0.1345,1.2155%,4.0084%,90.8048%,1.4579%,C
70519,22/06/2020,252,-1.6251%,0.0005,1.3369,-0.0499,1.1681,-0.1497,1.2085%,4.0000%,90.8720%,-0.7297%,C
70519,19/06/2020,252,-0.2262%,0.0005,1.3382,-0.0437,1.1650,-0.1484,1.2075%,3.9988%,90.8810%,1.2963%,C
70519,18/06/2020,252,0.0755%,0.0004,1.3383,-0.0455,1.1637,-0.1517,1.2051%,3.9990%,90.9189%,0.4665%,C
70519,17/06/2020,252,-2.6630%,0.0004,1.3379,-0.0464,1.1655,-0.1511,1.2049%,3.9992%,90.9226%,0.5661%,C
70519,16/06/2020,252,2.7746%,0.0004,1.3379,-0.0449,1.1652,-0.1539,1.2045%,3.9980%,90.9230%,-0.3852%,C
70519,15/06/2020,252,1.3971%,0.0004,1.3381,-0.0451,1.1676,-0.1527,1.2044%,3.9951%,90.9114%,0.5596%,C
70519,12/06/2020,252,7.9769%,0.0004,1.3366,-0.0540,1.1730,-0.1508,1.2047%,3.9943%,90.9039%,3.6706%,C
70519,10/06/2020,252,-6.1176%,0.0004,1.3255,-0.0476,1.2043,-0.0957,1.1802%,3.8729%,90.7135%,0.0839%,C
70519,09/06/2020,252,-2.8413%,0.0004,1.3251,-0.0489,1.2060,-0.0958,1.1807%,3.8541%,90.6155%,1.0510%,C
70519,08/06/2020,252,4.0435%,0.0004,1.3265,-0.0530,1.1980,-0.1104,1.1818%,3.8521%,90.5883%,-0.8588%,C
70519,04/06/2020,252,4.3307%,0.0004,1.3279,-0.0616,1.1920,-0.1409,1.1787%,3.8280%,90.5188%,0.8995%,C
70519,03/06/2020,252,4.9174%,0.0004,1.3301,-0.0573,1.1863,-0.1364,1.1776%,3.8183%,90.4888%,-0.8748%,C
70519,02/06/2020,252,2.8109%,0.0005,1.3365,-0.0588,1.1684,-0.1615,1.1826%,3.8199%,90.4145%,0.8926%,C
70519,29/05/2020,252,-2.5427%,0.0003,1.3371,-0.0525,1.1700,-0.1480,1.1781%,3.8133%,90.4558%,-0.7302%,C
70519,28/05/2020,252,-5.9319%,0.0004,1.3385,-0.0510,1.1686,-0.1419,1.1779%,3.8100%,90.4414%,-2.3606%,C
70519,27/05/2020,252,8.4908%,0.0005,1.3408,-0.0694,1.1537,-0.1432,1.1684%,3.7916%,90.5033%,2.0038%,C
70519,26/05/2020,252,9.2290%,0.0004,1.3430,-0.0678,1.1270,-0.1461,1.1637%,3.7538%,90.3895%,1.8822%,C
70519,22/05/2020,252,-2.0000%,0.0003,1.3468,-0.0556,1.1045,-0.1364,1.1583%,3.7082%,90.2423%,-1.2944%,C
70519,21/05/2020,252,-1.0337%,0.0004,1.3458,-0.0526,1.1079,-0.1282,1.1572%,3.7068%,90.2547%,-0.6890%,C
70519,20/05/2020,252,2.3408%,0.0004,1.3456,-0.0491,1.1048,-0.1346,1.1575%,3.7087%,90.2587%,-1.6726%,C
70519,18/05/2020,252,8.9456%,0.0005,1.3488,-0.0363,1.1042,-0.1403,1.1533%,3.7035%,90.3021%,-1.4868%,C
70519,15/05/2020,252,-0.3329%,0.0005,1.3511,-0.0294,1.1071,-0.1612,1.1506%,3.6603%,90.1187%,0.3445%,C
70519,14/05/2020,252,3.5961%,0.0005,1.3514,-0.0348,1.1084,-0.1610,1.1516%,3.6620%,90.1104%,0.8493%,C
70519,12/05/2020,252,-3.9029%,0.0004,1.3523,-0.0229,1.1065,-0.1678,1.1484%,3.6470%,90.0852%,0.5553%,C
70519,11/05/2020,252,-4.8575%,0.0003,1.3601,-0.0133,1.0888,-0.1809,1.1533%,3.6533%,90.0333%,-0.3721%,C
70519,08/05/2020,252,3.7634%,0.0003,1.3614,-0.0097,1.0813,-0.1816,1.1531%,3.6410%,89.9702%,-2.1662%,C
70519,06/05/2020,252,-2.2753%,0.0004,1.3610,0.0042,1.0929,-0.1868,1.1437%,3.6243%,90.0424%,1.8432%,C
70519,05/05/2020,252,-2.5931%,0.0003,1.3620,-0.0085,1.1011,-0.1970,1.1417%,3.6270%,90.0909%,-1.2831%,C
70519,04/05/2020,252,-0.8787%,0.0004,1.3652,0.0012,1.0910,-0.1908,1.1395%,3.6236%,90.1111%,-0.1926%,C
70519,01/05/2020,252,-5.2101%,0.0004,1.3652,-0.0001,1.0899,-0.1914,1.1395%,3.6240%,90.1130%,0.3728%,C
70519,30/04/2020,252,-3.3824%,0.0004,1.3663,0.0048,1.0876,-0.1928,1.1416%,3.6098%,89.9993%,0.2329%,C
70519,29/04/2020,252,6.4605%,0.0004,1.3660,0.0066,1.0897,-0.1915,1.1415%,3.6043%,89.9689%,-0.7204%,C
70519,28/04/2020,252,1.3960%,0.0004,1.3689,0.0152,1.0800,-0.2073,1.1415%,3.5806%,89.8373%,-1.8303%,C
70519,24/04/2020,252,1.5073%,0.0004,1.3644,0.0020,1.0797,-0.2152,1.1299%,3.5462%,89.8472%,-0.2800%,C
70519,23/04/2020,252,0.5208%,0.0005,1.3645,0.0012,1.0825,-0.2111,1.1302%,3.5447%,89.8343%,-0.7542%,C
70519,22/04/2020,252,1.6117%,0.0005,1.3651,0.0053,1.0774,-0.2206,1.1291%,3.5445%,89.8529%,0.3078%,C
70519,20/04/2020,252,-3.1683%,0.0005,1.3565,0.0144,1.0919,-0.2162,1.1252%,3.5266%,89.8209%,0.2917%,C
70519,17/04/2020,252,12.1668%,0.0005,1.3564,0.0134,1.0941,-0.2161,1.1257%,3.5218%,89.7820%,4.8383%,C
70519,16/04/2020,252,-5.4596%,0.0003,1.3444,0.0185,1.1202,-0.1027,1.0905%,3.4367%,89.9315%,-2.7498%,C
70519,14/04/2020,252,-2.6992%,0.0004,1.3506,0.0337,1.1066,-0.0688,1.0837%,3.4076%,89.8852%,-3.4769%,C
70519,13/04/2020,252,-1.5398%,0.0005,1.3744,0.0395,1.0313,-0.0760,1.0633%,3.4068%,90.2593%,2.4319%,C
70519,09/04/2020,252,7.1170%,0.0005,1.3698,0.0504,1.0717,-0.0622,1.0530%,3.4058%,90.4408%,1.6082%,C
70519,08/04/2020,252,7.2970%,0.0003,1.3733,0.0256,1.0333,-0.0805,1.0488%,3.3756%,90.3457%,1.1506%,C
70519,07/04/2020,252,0.3162%,0.0003,1.3698,0.0263,1.0346,-0.0696,1.0466%,3.3440%,90.2035%,-1.8943%,C
