PERMNO,DATE,n,RET,alpha,b_mkt,b_smb,b_hml,b_umd,ivol,tvol,R2,exret,TICKER
70519,07/08/2019,252,-1.6755%,0.0003,1.4040,-0.0819,0.9398,-0.1781,0.8365%,1.6042%,72.8077%,-0.8533%,C
70519,06/08/2019,252,1.6416%,0.0003,1.4012,-0.0841,0.9279,-0.1832,0.8349%,1.6008%,72.7995%,0.5476%,C
70519,05/08/2019,252,-3.5941%,0.0003,1.3984,-0.0860,0.9252,-0.1903,0.8343%,1.5998%,72.8018%,0.8331%,C
70519,01/08/2019,252,-3.9489%,0.0002,1.4127,-0.0864,0.9379,-0.1840,0.8322%,1.5836%,72.3799%,-0.2847%,C
70519,31/07/2019,252,-0.7670%,0.0002,1.4108,-0.0888,0.9352,-0.1801,0.8321%,1.5642%,71.6996%,0.2049%,C
70519,30/07/2019,252,-0.0697%,0.0002,1.4113,-0.0903,0.9338,-0.1818,0.8320%,1.5642%,71.7069%,-0.8190%,C
70519,29/07/2019,252,-0.5543%,0.0003,1.4102,-0.0773,0.9416,-0.1879,0.8306%,1.5645%,71.8169%,0.3708%,C
70519,26/07/2019,252,1.0786%,0.0002,1.4122,-0.0855,0.9403,-0.1833,0.8324%,1.5645%,71.6917%,0.1598%,C
70519,25/07/2019,252,-2.2189%,0.0002,1.4136,-0.0929,0.9334,-0.1805,0.8341%,1.5641%,71.5565%,-1.0289%,C
70519,24/07/2019,252,1.4169%,0.0003,1.4144,-0.1027,0.9424,-0.1655,0.8318%,1.5594%,71.5472%,-0.3990%,C
70519,22/07/2019,252,0.2679%,0.0004,1.4237,-0.0972,0.9699,-0.1549,0.8317%,1.5577%,71.4905%,0.3686%,C
70519,19/07/2019,252,-1.2119%,0.0004,1.4252,-0.0999,0.9738,-0.1535,0.8318%,1.5597%,71.5591%,-1.4559%,C
70519,18/07/2019,252,1.3697%,0.0004,1.4221,-0.0947,0.9776,-0.1640,0.8267%,1.5583%,71.8534%,0.8747%,C
70519,16/07/2019,252,-0.5439%,0.0005,1.4378,-0.1043,1.0378,-0.1346,0.8424%,1.5722%,71.2886%,-0.1716%,C
70519,15/07/2019,252,-0.0836%,0.0004,1.4385,-0.0990,1.0456,-0.1329,0.8521%,1.5782%,70.8443%,1.1615%,C
70519,12/07/2019,252,0.2234%,0.0004,1.4429,-0.0983,1.0508,-0.1332,0.8508%,1.5790%,70.9667%,-1.1065%,C
70519,10/07/2019,252,-0.6009%,0.0004,1.4396,-0.0763,1.0539,-0.1360,0.8537%,1.5803%,70.8159%,-0.8436%,C
70519,09/07/2019,252,0.6045%,0.0005,1.4440,-0.0794,1.0586,-0.1337,0.8522%,1.5885%,71.2157%,0.8120%,C
70519,08/07/2019,252,-0.3782%,0.0004,1.4438,-0.0775,1.0619,-0.1336,0.8509%,1.5890%,71.3230%,0.4334%,C
70519,05/07/2019,252,0.7763%,0.0004,1.4441,-0.0769,1.0612,-0.1354,0.8506%,1.5893%,71.3590%,-0.0681%,C
70519,03/07/2019,252,0.5821%,0.0004,1.4485,-0.0885,1.0662,-0.1291,0.8531%,1.5922%,71.2931%,-0.1757%,C
70519,02/07/2019,252,-0.4241%,0.0004,1.4494,-0.0870,1.0673,-0.1273,0.8531%,1.5920%,71.2874%,0.4143%,C
70519,01/07/2019,252,1.0138%,0.0004,1.4491,-0.0844,1.0668,-0.1328,0.8528%,1.5917%,71.2959%,0.0568%,C
70519,27/06/2019,252,1.3835%,0.0004,1.4485,-0.0980,1.0487,-0.1301,0.8585%,1.5892%,70.8184%,0.7443%,C
70519,26/06/2019,252,1.0219%,0.0004,1.4478,-0.1053,1.0461,-0.1289,0.8588%,1.5877%,70.7447%,0.6327%,C
70519,25/06/2019,252,-1.2906%,0.0003,1.4548,-0.0929,1.0628,-0.1022,0.8596%,1.5924%,70.8615%,-0.6404%,C
70519,31/12/2021,252,-0.0662%,-0.0015,1.0778,0.2166,0.9194,-0.0573,0.9537%,1.6179%,65.2540%,-0.1952%,C
70519,30/12/2021,252,-0.1817%,-0.0015,1.0816,0.2118,0.9208,-0.0583,0.9550%,1.6199%,65.2468%,0.2820%,C
70519,29/12/2021,252,-0.1320%,-0.0015,1.0810,0.2059,0.9226,-0.0535,0.9551%,1.6199%,65.2358%,-0.3110%,C
70519,28/12/2021,252,-0.0495%,-0.0015,1.0806,0.2026,0.9230,-0.0521,0.9553%,1.6201%,65.2320%,-0.4157%,C
70519,27/12/2021,252,0.7308%,-0.0015,1.0824,0.1998,0.9241,-0.0526,0.9554%,1.6211%,65.2623%,-0.7491%,C
70519,23/12/2021,252,1.0235%,-0.0015,1.0843,0.1961,0.9262,-0.0476,0.9548%,1.6206%,65.2921%,0.6343%,C
70519,22/12/2021,252,0.3705%,-0.0015,1.0851,0.1979,0.9298,-0.0520,0.9541%,1.6273%,65.6246%,-0.3481%,C
70519,21/12/2021,252,1.8874%,-0.0016,1.0991,0.1869,0.9384,-0.0620,0.9603%,1.6399%,65.7115%,-0.6376%,C
70519,20/12/2021,252,-2.1162%,-0.0014,1.0820,0.1817,0.9413,-0.0347,0.9948%,1.6519%,63.7352%,-0.3421%,C
70519,16/12/2021,252,1.3778%,-0.0014,1.0823,0.1799,0.9427,-0.0327,0.9950%,1.6422%,63.2913%,0.3028%,C
70519,15/12/2021,252,-0.6596%,-0.0014,1.0834,0.1822,0.9384,-0.0326,0.9952%,1.6401%,63.1774%,-0.6881%,C
70519,14/12/2021,252,0.7644%,-0.0014,1.0861,0.1816,0.9350,-0.0333,0.9947%,1.6424%,63.3170%,0.1837%,C
70519,10/12/2021,252,-2.3013%,-0.0014,1.0876,0.1868,0.9365,-0.0246,0.9999%,1.6493%,63.2463%,-3.3689%,C
70519,09/12/2021,252,-0.5123%,-0.0012,1.1002,0.1808,0.9398,-0.0196,0.9937%,1.6508%,63.7614%,-0.5851%,C
70519,08/12/2021,252,-0.6995%,-0.0011,1.0928,0.1786,0.9452,-0.0187,0.9953%,1.6515%,63.6805%,-0.5589%,C
70519,06/12/2021,252,-0.3824%,-0.0011,1.0940,0.1861,0.9404,-0.0230,0.9955%,1.6515%,63.6688%,-2.5420%,C
70519,03/12/2021,252,-1.6455%,-0.0010,1.1326,0.2223,0.9382,-0.0683,0.9880%,1.6664%,64.8504%,-1.1206%,C
70519,02/12/2021,252,2.0633%,-0.0010,1.1255,0.2099,0.9438,-0.0609,0.9891%,1.6645%,64.6872%,-1.0459%,C
70519,01/12/2021,252,-1.8524%,-0.0009,1.1479,0.2202,0.9484,-0.0866,0.9950%,1.6708%,64.5379%,-0.9323%,C
70519,30/11/2021,252,-2.0603%,-0.0009,1.1305,0.2174,0.9506,-0.0769,0.9950%,1.6669%,64.3689%,1.1353%,C
70519,29/11/2021,252,-0.7023%,-0.0009,1.1480,0.2027,0.9576,-0.0727,0.9923%,1.6715%,64.7583%,-0.9473%,C
70519,26/11/2021,252,-2.6457%,-0.0009,1.1523,0.1929,0.9561,-0.0651,0.9914%,1.6714%,64.8217%,1.0137%,C
70519,23/11/2021,252,1.5364%,-0.0008,1.2137,0.1996,0.9662,-0.1027,1.0032%,1.7175%,65.8839%,0.0029%,C
70519,22/11/2021,252,1.0552%,-0.0008,1.2165,0.2034,0.9656,-0.1074,1.0033%,1.7261%,66.2116%,-0.7237%,C
70519,19/11/2021,252,-1.1474%,-0.0008,1.2113,0.1991,0.9726,-0.1002,1.0027%,1.7264%,66.2658%,0.3819%,C
70519,17/11/2021,252,-1.3138%,-0.0007,1.2016,0.2115,0.9667,-0.1011,1.0176%,1.7294%,65.3799%,-0.3803%,C
70519,16/11/2021,252,-1.4548%,-0.0006,1.1980,0.2153,0.9651,-0.1023,1.0187%,1.7273%,65.2194%,-1.3688%,C
70519,15/11/2021,252,-0.6073%,-0.0006,1.1980,0.2129,0.9620,-0.0993,1.0154%,1.7377%,65.8574%,-1.1811%,C
70519,11/11/2021,252,0.9676%,-0.0005,1.1598,0.1931,0.9664,-0.0630,1.0236%,1.7400%,65.3953%,0.3011%,C
70519,10/11/2021,252,0.3236%,-0.0004,1.1668,0.1519,0.9664,-0.0208,1.0489%,1.7465%,63.9300%,0.7561%,C
70519,09/11/2021,252,-0.6720%,-0.0005,1.1753,0.1276,0.9592,-0.0070,1.0559%,1.7465%,63.4505%,-0.7586%,C
70519,08/11/2021,252,2.1794%,-0.0005,1.2299,0.1829,0.9553,-0.1228,1.0710%,1.8869%,67.7853%,1.9503%,C
70519,05/11/2021,252,-0.0149%,-0.0006,1.2298,0.1830,0.9529,-0.1251,1.0638%,1.8840%,68.1196%,-1.6638%,C
70519,04/11/2021,252,-2.8986%,-0.0005,1.2195,0.1828,0.9609,-0.1177,1.0603%,1.8888%,68.4846%,-2.1203%,C
70519,03/11/2021,252,0.5831%,-0.0004,1.2177,0.1928,0.9504,-0.1283,1.0526%,1.8918%,69.0406%,-0.6032%,C
70519,01/11/2021,252,0.6507%,-0.0004,1.2227,0.1978,0.9445,-0.1306,1.0519%,1.9006%,69.3670%,-0.6566%,C
70519,29/10/2021,252,-1.7071%,-0.0003,1.2177,0.2033,0.9467,-0.1304,1.0518%,1.9006%,69.3756%,-1.1699%,C
70519,28/10/2021,252,0.8107%,-0.0003,1.2136,0.2053,0.9442,-0.1291,1.0498%,1.8977%,69.4013%,-0.1784%,C
70519,26/10/2021,252,-0.2541%,-0.0003,1.1842,0.2190,0.9544,-0.1219,1.0501%,1.9134%,69.8808%,0.1365%,C
70519,25/10/2021,252,-0.7566%,-0.0002,1.1697,0.2205,0.9546,-0.1175,1.0528%,1.9165%,69.8244%,-1.2583%,C
70519,22/10/2021,252,1.2197%,-0.0002,1.1707,0.2205,0.9561,-0.1145,1.0505%,1.9156%,69.9274%,0.6302%,C
70519,20/10/2021,252,0.0836%,-0.0002,1.1739,0.2291,0.9460,-0.1200,1.0481%,1.9162%,70.0824%,-1.4238%,C
70519,19/10/2021,252,0.2095%,-0.0002,1.1758,0.2254,0.9524,-0.1160,1.0445%,1.9177%,70.3363%,-0.3736%,C
70519,18/10/2021,252,-0.9407%,-0.0001,1.1701,0.2281,0.9512,-0.1167,1.0452%,1.9186%,70.3190%,-1.2127%,C
70519,15/10/2021,252,2.1045%,-0.0001,1.1726,0.2239,0.9547,-0.1123,1.0440%,1.9186%,70.3928%,1.3886%,C
70519,14/10/2021,252,0.7686%,-0.0001,1.1648,0.2397,0.9493,-0.1162,1.0403%,1.9163%,70.5284%,-0.8246%,C
70519,13/10/2021,252,-0.5379%,-0.0001,1.1762,0.2332,0.9506,-0.1159,1.0404%,1.9190%,70.6096%,-0.1280%,C
70519,12/10/2021,252,-1.4509%,-0.0003,1.1886,0.2289,0.9573,-0.1236,1.0514%,1.9443%,70.7561%,-1.1091%,C
70519,08/10/2021,252,0.2216%,-0.0002,1.1968,0.2261,0.9539,-0.1221,1.0519%,1.9439%,70.7196%,-0.3783%,C
70519,07/10/2021,252,-0.3176%,-0.0002,1.1842,0.2249,0.9552,-0.1126,1.0624%,1.9441%,70.1403%,-1.4032%,C
70519,06/10/2021,252,-0.1517%,-0.0002,1.1759,0.2278,0.9537,-0.1114,1.0630%,1.9444%,70.1149%,0.0294%,C
70519,04/10/2021,252,0.1545%,-0.0002,1.1752,0.2353,0.9516,-0.1134,1.0623%,1.9509%,70.3467%,-0.3751%,C
70519,01/10/2021,252,1.4249%,-0.0003,1.1799,0.2230,0.9525,-0.1071,1.0650%,1.9509%,70.2008%,-0.3647%,C
70519,30/09/2021,252,-1.8873%,-0.0002,1.1818,0.2242,0.9530,-0.1064,1.0649%,1.9498%,70.1693%,-0.0220%,C
70519,28/09/2021,252,-1.2317%,-0.0002,1.1879,0.2147,0.9579,-0.1048,1.0656%,1.9528%,70.2276%,-0.3112%,C
70519,27/09/2021,252,1.5173%,-0.0002,1.1843,0.2140,0.9597,-0.1036,1.0654%,1.9592%,70.4292%,-0.9452%,C
70519,24/09/2021,252,0.4233%,-0.0002,1.1728,0.2179,0.9728,-0.0965,1.0660%,1.9580%,70.3613%,-0.2272%,C
70519,23/09/2021,252,3.8687%,-0.0002,1.1732,0.2161,0.9743,-0.0955,1.0660%,1.9583%,70.3685%,1.5252%,C
70519,22/09/2021,252,1.9420%,-0.0002,1.1699,0.2220,0.9638,-0.1037,1.0619%,1.9577%,70.5781%,0.3766%,C
70519,21/09/2021,252,-0.5349%,-0.0003,1.1651,0.2257,0.9635,-0.1070,1.0628%,1.9574%,70.5206%,-0.0223%,C
70519,20/09/2021,252,-3.8022%,-0.0002,1.1568,0.2028,0.9667,-0.0936,1.0686%,1.9621%,70.3383%,-1.8383%,C
70519,16/09/2021,252,-0.6387%,-0.0001,1.1478,0.1933,0.9696,-0.0913,1.0624%,1.9502%,70.3249%,-0.0797%,C
70519,15/09/2021,252,2.4280%,-0.0001,1.1436,0.2035,0.9673,-0.0983,1.0664%,1.9558%,70.2702%,0.9108%,C
70519,14/09/2021,252,-2.4674%,-0.0004,1.1272,0.2203,0.9800,-0.1043,1.1298%,2.0020%,68.1544%,-0.6895%,C
70519,10/09/2021,252,-1.2631%,-0.0006,1.0864,0.1775,1.0111,-0.0796,1.2080%,2.0265%,64.4643%,-0.4794%,C
70519,09/09/2021,252,0.5997%,-0.0005,1.0742,0.1826,1.0101,-0.0784,1.2093%,2.0255%,64.3530%,0.8215%,C
70519,08/09/2021,252,-1.1014%,-0.0005,1.0838,0.1777,1.0078,-0.0779,1.2091%,2.0256%,64.3683%,-0.7263%,C
70519,03/09/2021,252,-0.4615%,-0.0004,1.0732,0.1790,1.0086,-0.0793,1.2096%,2.0356%,64.6920%,-0.0936%,C
70519,02/09/2021,252,0.2664%,-0.0004,1.0688,0.1800,1.0092,-0.0798,1.2097%,2.0363%,64.7079%,-0.0895%,C
70519,01/09/2021,252,-0.8344%,-0.0004,1.0730,0.1770,1.0086,-0.0807,1.2104%,2.0379%,64.7243%,-0.1561%,C
70519,31/08/2021,252,0.3349%,-0.0004,1.0717,0.1776,1.0073,-0.0822,1.2107%,2.0369%,64.6732%,0.4200%,C
70519,30/08/2021,252,-1.8085%,-0.0004,1.0728,0.1763,1.0084,-0.0819,1.2104%,2.0424%,64.8820%,-0.8578%,C
70519,27/08/2021,252,0.7592%,-0.0004,1.0752,0.1786,0.9999,-0.0886,1.2097%,2.0395%,64.8198%,-0.9090%,C
70519,26/08/2021,252,-1.0112%,-0.0003,1.0777,0.1844,1.0007,-0.0891,1.2087%,2.0414%,64.9422%,0.0458%,C
70519,24/08/2021,252,1.6222%,-0.0003,1.0757,0.1915,0.9962,-0.0920,1.2109%,2.0420%,64.8345%,0.8488%,C
70519,23/08/2021,252,0.9110%,-0.0004,1.0738,0.1928,0.9921,-0.0943,1.2097%,2.0511%,65.2184%,0.4814%,C
70519,20/08/2021,252,0.5871%,-0.0004,1.0723,0.1909,0.9937,-0.0938,1.2093%,2.0512%,65.2431%,-0.0822%,C
70519,18/08/2021,252,-0.6981%,-0.0003,1.0718,0.1897,0.9901,-0.0961,1.2084%,2.0497%,65.2433%,0.5269%,C
70519,17/08/2021,252,-0.6657%,-0.0004,1.0745,0.1925,0.9903,-0.0984,1.2083%,2.0540%,65.3926%,0.2872%,C
70519,16/08/2021,252,-1.3815%,-0.0005,1.0768,0.1874,0.9966,-0.0987,1.2108%,2.0621%,65.5266%,-1.2808%,C
70519,12/08/2021,252,-0.2288%,-0.0004,1.0770,0.1787,0.9921,-0.0993,1.2088%,2.0586%,65.5170%,0.0597%,C
70519,11/08/2021,252,1.8087%,-0.0004,1.0734,0.1827,0.9919,-0.1009,1.2095%,2.0592%,65.5037%,0.1676%,C
70519,10/08/2021,252,2.0414%,-0.0004,1.0710,0.1822,0.9926,-0.1025,1.2106%,2.0589%,65.4294%,0.2241%,C
70519,09/08/2021,252,0.6332%,-0.0004,1.0699,0.1779,0.9906,-0.0997,1.2120%,2.0570%,65.2862%,1.0032%,C
70519,06/08/2021,252,1.9802%,-0.0005,1.0703,0.1801,0.9880,-0.1016,1.2103%,2.0617%,65.5389%,0.0673%,C
70519,05/08/2021,252,1.7075%,-0.0005,1.0704,0.1803,0.9866,-0.1024,1.2103%,2.0587%,65.4389%,0.9140%,C
70519,04/08/2021,252,-0.5226%,-0.0005,1.0694,0.1743,0.9870,-0.1026,1.2088%,2.0590%,65.5335%,1.5344%,C
70519,02/08/2021,252,0.1627%,-0.0006,1.0719,0.1758,0.9990,-0.0941,1.2070%,2.0570%,65.5696%,0.7232%,C
70519,30/07/2021,252,-0.9882%,-0.0006,1.0719,0.1786,0.9996,-0.0944,1.2061%,2.0577%,65.6462%,-0.1134%,C
70519,29/07/2021,252,1.0426%,-0.0007,1.0751,0.1755,1.0023,-0.0958,1.2070%,2.0669%,65.8972%,-0.2781%,C
70519,27/07/2021,252,0.3099%,-0.0007,1.0765,0.1709,1.0055,-0.0941,1.2067%,2.0712%,66.0595%,0.4336%,C
70519,26/07/2021,252,1.5890%,-0.0007,1.0778,0.1749,1.0026,-0.0941,1.2066%,2.0719%,66.0859%,0.1740%,C
70519,23/07/2021,252,-0.3287%,-0.0007,1.0782,0.1774,0.9995,-0.0963,1.2066%,2.0708%,66.0486%,-0.9143%,C
70519,21/07/2021,252,2.4136%,-0.0007,1.0820,0.1745,0.9972,-0.0979,1.2053%,2.0687%,66.0538%,0.6714%,C
70519,20/07/2021,252,1.8592%,-0.0007,1.0789,0.1738,0.9881,-0.1014,1.2051%,2.0726%,66.1933%,-0.0927%,C
70519,19/07/2021,252,-2.7205%,-0.0007,1.0832,0.1680,0.9850,-0.0971,1.2091%,2.0698%,65.8759%,0.4332%,C
70519,16/07/2021,252,-2.2644%,-0.0007,1.0883,0.1624,0.9934,-0.0952,1.2108%,2.0682%,65.7289%,-0.3157%,C
70519,15/07/2021,252,0.4107%,-0.0008,1.0885,0.1681,0.9844,-0.1017,1.2123%,2.0634%,65.4813%,0.0432%,C
70519,14/07/2021,252,-0.2925%,-0.0008,1.0891,0.1718,0.9824,-0.1039,1.2123%,2.0733%,65.8079%,-0.3177%,C
70519,13/07/2021,252,-1.5409%,-0.0009,1.0654,0.1702,0.9785,-0.1087,1.2526%,2.0890%,64.0477%,-0.4881%,C
70519,09/07/2021,252,2.5775%,-0.0010,1.0842,0.1694,0.9786,-0.1173,1.2614%,2.1234%,64.7087%,-0.2144%,C
70519,08/07/2021,252,-1.7665%,-0.0009,1.0813,0.1656,0.9774,-0.1137,1.2627%,2.1262%,64.7291%,-0.1315%,C
70519,07/07/2021,252,-0.4105%,-0.0009,1.0831,0.1661,0.9769,-0.1135,1.2636%,2.1236%,64.5954%,-0.5791%,C
70519,02/07/2021,252,-0.8449%,-0.0008,1.0893,0.1592,0.9674,-0.1221,1.2631%,2.1301%,64.8393%,-0.6453%,C
70519,01/07/2021,252,0.3675%,-0.0008,1.0915,0.1550,0.9654,-0.1238,1.2626%,2.1292%,64.8361%,-0.5948%,C
70519,30/06/2021,252,1.5356%,-0.0007,1.0934,0.1487,0.9611,-0.1238,1.2639%,2.1317%,64.8434%,0.8379%,C
70519,28/06/2021,252,-0.0559%,-0.0007,1.0785,0.1373,0.9529,-0.1194,1.2644%,2.1264%,64.6391%,1.3336%,C
70519,25/06/2021,252,0.3225%,-0.0009,1.1001,0.1279,0.9729,-0.1128,1.2658%,2.1604%,65.6722%,-0.4385%,C
70519,24/06/2021,252,2.3977%,-0.0008,1.1093,0.1242,0.9765,-0.1129,1.2716%,2.1717%,65.7183%,1.4075%,C
70519,23/06/2021,252,1.0006%,-0.0008,1.0993,0.1221,0.9731,-0.1128,1.2688%,2.1833%,66.2307%,1.3333%,C
70519,22/06/2021,252,0.7451%,-0.0008,1.1025,0.1208,0.9667,-0.1182,1.2714%,2.1849%,66.1364%,0.6207%,C
70519,21/06/2021,252,1.2424%,-0.0008,1.1013,0.1161,0.9713,-0.1173,1.2720%,2.1874%,66.1835%,-1.2046%,C
70519,18/06/2021,252,-1.8153%,-0.0008,1.1037,0.1143,0.9824,-0.1074,1.2720%,2.1864%,66.1563%,0.9602%,C
70519,16/06/2021,252,-3.1970%,-0.0008,1.1090,0.1125,0.9862,-0.1048,1.2707%,2.1771%,65.9337%,-2.9080%,C
70519,15/06/2021,252,-1.7829%,-0.0006,1.1015,0.1200,0.9893,-0.1011,1.2581%,2.1730%,66.4819%,-2.7636%,C
70519,14/06/2021,252,-1.7259%,-0.0005,1.1007,0.1157,1.0109,-0.0870,1.2470%,2.1709%,67.0046%,-0.3520%,C
70519,10/06/2021,252,-1.5997%,-0.0006,1.1878,0.1129,1.0031,-0.1338,1.2861%,2.3812%,70.8263%,-0.1463%,C
70519,09/06/2021,252,-1.1887%,-0.0006,1.1888,0.1145,1.0021,-0.1373,1.2864%,2.4114%,71.5422%,-0.1257%,C
70519,08/06/2021,252,-0.2900%,-0.0005,1.1863,0.1130,1.0048,-0.1321,1.2873%,2.4173%,71.6420%,-0.2644%,C
70519,04/06/2021,252,-0.1758%,-0.0006,1.1811,0.1076,1.0116,-0.1228,1.2876%,2.4549%,72.4888%,-0.2086%,C
70519,03/06/2021,252,-0.2880%,-0.0005,1.1811,0.1025,1.0196,-0.1230,1.2910%,2.4687%,72.6535%,-0.5178%,C
70519,02/06/2021,252,0.1254%,-0.0005,1.1803,0.1009,1.0204,-0.1227,1.2906%,2.4862%,73.0528%,-0.4065%,C
70519,01/06/2021,252,1.3340%,-0.0004,1.1832,0.0987,1.0187,-0.1256,1.2927%,2.4916%,73.0829%,-0.1258%,C
70519,28/05/2021,252,-0.0635%,-0.0004,1.1848,0.0998,1.0095,-0.1348,1.2983%,2.4977%,72.9785%,0.1648%,C
70519,27/05/2021,252,1.5996%,-0.0004,1.1836,0.1014,1.0129,-0.1347,1.2995%,2.5038%,73.0627%,0.4239%,C
70519,26/05/2021,252,0.3106%,-0.0005,1.1845,0.1182,1.0192,-0.1369,1.3084%,2.5322%,73.3029%,-0.8621%,C
70519,24/05/2021,252,0.4894%,-0.0004,1.2133,0.1012,1.0999,-0.1022,1.3241%,2.6456%,74.9495%,0.1994%,C
70519,21/05/2021,252,1.9029%,-0.0005,1.2132,0.0975,1.1043,-0.1009,1.3266%,2.6495%,74.9279%,0.8784%,C
70519,20/05/2021,252,-0.3400%,-0.0005,1.2165,0.0942,1.1010,-0.1026,1.3263%,2.6487%,74.9275%,-0.1240%,C
70519,18/05/2021,252,-1.0333%,-0.0006,1.2102,0.0892,1.1009,-0.1000,1.3288%,2.6582%,75.0098%,0.7816%,C
70519,17/05/2021,252,1.1233%,-0.0006,1.2073,0.0829,1.1058,-0.0928,1.3285%,2.7126%,76.0133%,0.4674%,C
70519,14/05/2021,252,1.6868%,-0.0007,1.2077,0.0849,1.1003,-0.0963,1.3282%,2.7124%,76.0212%,-0.2229%,C
70519,12/05/2021,252,-0.8548%,-0.0005,1.2150,0.0641,1.1174,-0.0838,1.3302%,2.7323%,76.2970%,1.1187%,C
70519,11/05/2021,252,-0.3461%,-0.0006,1.2213,0.0675,1.1227,-0.0771,1.3284%,2.7441%,76.5646%,1.4097%,C
70519,10/05/2021,252,0.0666%,-0.0006,1.2293,0.0511,1.1437,-0.0648,1.3255%,2.7627%,76.9806%,-0.2595%,C
70519,07/05/2021,252,0.4012%,-0.0007,1.2230,0.0416,1.1446,-0.0604,1.3292%,2.7715%,77.0010%,-0.4635%,C
70519,06/05/2021,252,1.4516%,-0.0006,1.2295,0.0404,1.1352,-0.0691,1.3338%,2.7812%,77.0020%,-0.5068%,C
70519,05/05/2021,252,1.9079%,-0.0005,1.2245,0.0490,1.1197,-0.0762,1.3373%,2.7848%,76.9404%,0.4882%,C
70519,04/05/2021,252,0.8646%,-0.0006,1.2205,0.0525,1.1176,-0.0804,1.3393%,2.7886%,76.9342%,-0.2906%,C
70519,30/04/2021,252,-2.8304%,-0.0005,1.2235,0.0488,1.1351,-0.0701,1.3362%,2.8101%,77.3899%,-1.4732%,C
70519,29/04/2021,252,1.2755%,-0.0005,1.2187,0.0476,1.1283,-0.0752,1.3332%,2.8127%,77.5321%,-0.4702%,C
70519,28/04/2021,252,-0.1096%,-0.0004,1.2210,0.0455,1.1292,-0.0758,1.3330%,2.8394%,77.9585%,-0.3129%,C
70519,26/04/2021,252,1.1488%,-0.0004,1.2347,0.0497,1.1419,-0.0676,1.3464%,2.8819%,78.1741%,1.2523%,C
70519,23/04/2021,252,2.2490%,-0.0005,1.2341,0.0449,1.1394,-0.0713,1.3439%,2.8824%,78.2618%,-0.0017%,C
70519,22/04/2021,252,-1.1890%,-0.0005,1.2351,0.0415,1.1427,-0.0685,1.3441%,2.8797%,78.2133%,0.6437%,C
70519,20/04/2021,252,-3.2441%,-0.0006,1.2657,0.0138,1.1563,-0.0582,1.3491%,2.9020%,78.3869%,-0.3883%,C
70519,19/04/2021,252,-0.4417%,-0.0006,1.2640,0.0138,1.1495,-0.0633,1.3490%,2.9017%,78.3864%,-0.4775%,C
70519,16/04/2021,252,-0.1241%,-0.0004,1.2909,0.0148,1.1259,-0.1003,1.3872%,2.9970%,78.5766%,-1.2356%,C
70519,15/04/2021,252,-0.5075%,-0.0005,1.2874,0.0115,1.1371,-0.1020,1.3939%,3.0187%,78.6789%,-0.5669%,C
70519,14/04/2021,252,1.1796%,-0.0005,1.2863,0.0104,1.1287,-0.1073,1.3937%,3.0412%,78.9994%,-0.0462%,C
70519,13/04/2021,252,-0.8667%,-0.0005,1.2655,0.0140,1.1569,-0.0951,1.4043%,3.0463%,78.7481%,0.5055%,C
70519,12/04/2021,252,0.3728%,-0.0004,1.2557,0.0148,1.1253,-0.1151,1.4131%,3.0475%,78.4990%,-0.1988%,C
70519,08/04/2021,252,-0.4953%,-0.0003,1.2755,0.0091,1.1585,-0.0948,1.4177%,3.1100%,79.2183%,0.1663%,C
70519,07/04/2021,252,0.1240%,-0.0004,1.2739,0.0228,1.1407,-0.1032,1.4238%,3.1096%,79.0348%,-0.1508%,C
70519,06/04/2021,252,-0.2062%,-0.0004,1.2802,0.0197,1.1428,-0.1016,1.4240%,3.1653%,79.7625%,-0.2401%,C
70519,01/04/2021,252,0.5361%,-0.0004,1.2849,0.0212,1.1460,-0.0988,1.4231%,3.1804%,79.9772%,-1.0267%,C
70519,31/03/2021,252,-0.2878%,-0.0004,1.2985,0.0213,1.1592,-0.0884,1.4233%,3.2293%,80.5749%,1.8193%,C
70519,30/03/2021,252,1.9279%,-0.0006,1.3148,-0.0278,1.2065,-0.0599,1.4250%,3.2429%,80.6919%,0.9515%,C
70519,26/03/2021,252,1.8126%,-0.0005,1.3039,-0.0449,1.1791,-0.0861,1.4228%,3.2541%,80.8824%,-1.0261%,C
70519,25/03/2021,252,2.3402%,-0.0005,1.3167,-0.0567,1.1942,-0.0757,1.4222%,3.3093%,81.5324%,-0.0510%,C
70519,24/03/2021,252,-1.1705%,-0.0005,1.3137,-0.0486,1.1810,-0.0841,1.4232%,3.3111%,81.5247%,-1.9770%,C
70519,23/03/2021,252,-1.4591%,-0.0004,1.3082,-0.0683,1.1775,-0.0930,1.4182%,3.4351%,82.9548%,0.9886%,C
70519,22/03/2021,252,-1.4382%,-0.0005,1.3057,-0.0438,1.1811,-0.0860,1.4173%,3.4645%,83.2638%,0.4215%,C
70519,19/03/2021,252,-1.1240%,-0.0004,1.2873,-0.0307,1.1656,-0.0985,1.4253%,3.4734%,83.1619%,-0.3595%,C
70519,18/03/2021,252,0.3261%,-0.0003,1.2819,0.1432,1.1823,-0.0699,1.4744%,3.5131%,82.3866%,0.0032%,C
70519,16/03/2021,252,-1.1991%,-0.0003,1.1879,0.0975,1.1022,-0.1487,1.5850%,3.5713%,80.3019%,0.2464%,C
70519,15/03/2021,252,-1.2769%,-0.0005,1.2537,0.0785,1.1361,-0.1142,1.6058%,3.7779%,81.9326%,-0.5906%,C
